,B=1,B=1,B=1,B=1,B=1,B=1,B=5,B=5,B=5,B=5,B=5,B=5,B=10,B=10,B=10,B=10,B=10,B=10,B=15,B=15,B=15,B=15,B=15,B=15,B=20,B=20,B=20,B=20,B=20,B=20,B=25,B=25,B=25,B=25,B=25,B=25,B=30,B=30,B=30,B=30,B=30,B=30
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
2910,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.04666666666665,0.2261759393824976,1.06,0.2640706976045111,1.0,0.0,200.1833333333333,0.5969831562857447,1.2066666666666668,0.4366030488008778,1.0,0.0,200.31333333333333,0.8094167996499431,1.29,0.5091496178269542,0.9966666666666668,0.05763872155263505,200.46666666666667,1.0370899457402678,1.4533333333333334,0.6591577116964399,1.0,0.0,201.22,2.746804203676217,1.643333333333333,0.7677600898428856,0.9966666666666668,0.057638721552635004
2920,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.04666666666665,0.2261759393824976,1.06,0.2640706976045111,1.0,0.0,200.18,0.583894967723933,1.2066666666666668,0.4366030488008778,1.0,0.0,200.32666666666665,0.8205418264103851,1.29,0.5091496178269542,0.9933333333333332,0.08137703743822461,200.45666666666668,1.0302696518657384,1.4433333333333334,0.6583734165012687,0.9933333333333332,0.08137703743822475,201.19333333333333,2.7097273335563177,1.6333333333333333,0.769559758707679,0.9866666666666668,0.11469767022723472
2930,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.04,0.21228911104120896,1.0533333333333332,0.25263060428662026,1.0,0.0,200.18666666666667,0.5987394165151393,1.2,0.4320493798938567,1.0,0.0,200.31,0.7877605389118371,1.28,0.5049092327669735,0.9966666666666668,0.05763872155263505,200.44,1.0065121294185535,1.4233333333333331,0.6563450989295885,1.0,0.0,201.17,2.737596269235717,1.6166666666666667,0.7679337355672192,0.99,0.09949874371066217
2940,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.04,0.21228911104120896,1.0533333333333332,0.25263060428662026,1.0,0.0,200.17,0.5426171148547863,1.1933333333333334,0.4273432136143291,1.0,0.0,200.29666666666665,0.7584999816890066,1.2766666666666666,0.5034436965099032,1.0,0.0,200.42666666666668,0.9405435780559128,1.413333333333333,0.6396526835365841,0.9866666666666668,0.11469767022723495,201.17666666666668,2.752960023118549,1.6133333333333333,0.7684327484490033,0.9766666666666668,0.1509598916563234
2950,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.04,0.21228911104120896,1.0533333333333332,0.25263060428662026,1.0,0.0,200.16333333333333,0.5131493176671124,1.1866666666666668,0.4224794538067969,1.0,0.0,200.3,0.7593857166596331,1.2766666666666666,0.5034436965099032,0.9933333333333332,0.08137703743822491,200.41666666666663,0.9325889889025204,1.41,0.6391921985339512,0.99,0.09949874371066213,201.15,2.6995369973386216,1.6033333333333333,0.7654991109654464,0.9833333333333332,0.1280190957978103
2960,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.04,0.21228911104120896,1.0533333333333332,0.25263060428662026,0.9966666666666668,0.057638721552635185,200.16,0.5109468335029249,1.18,0.4174525921187544,0.9933333333333332,0.08137703743822468,200.28,0.6939740629158987,1.27,0.5004331457181195,1.0,0.0,200.42,0.9293008124391176,1.41,0.6391921985339512,1.0,0.0,201.11666666666667,2.624828036695391,1.6033333333333333,0.7654991109654464,0.9933333333333332,0.08137703743822447
2970,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03666666666663,0.20491190519071534,1.05,0.24664414311581265,1.0,0.0,200.15,0.5041494487418058,1.1766666666666667,0.4148761528724238,1.0,0.0,200.2733333333333,0.6772165253611448,1.2633333333333334,0.4973150130673942,1.0,0.0,200.4033333333333,0.9132299211528776,1.393333333333333,0.6366230351541562,1.0,0.0,201.11333333333332,2.6659248968332814,1.5933333333333333,0.7667825999300948,0.9933333333333332,0.08137703743822458
2980,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03666666666663,0.20491190519071534,1.05,0.24664414311581265,1.0,0.0,200.14666666666668,0.5018189137749018,1.1733333333333331,0.4122566622330746,0.9966666666666668,0.05763872155263524,200.25666666666663,0.6512466677244655,1.25,0.4699290726623895,0.9966666666666668,0.057638721552635136,200.39333333333332,0.9193959369547406,1.38,0.6342449579355499,0.9933333333333332,0.08137703743822478,201.0733333333333,2.5458375613712936,1.5766666666666669,0.7510807028690217,0.99,0.09949874371066217
2990,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03333333333333,0.19720265943665444,1.0466666666666666,0.2404625172916192,1.0,0.0,200.13666666666663,0.4809596887705056,1.1666666666666667,0.406885187191124,1.0,0.0,200.25666666666663,0.6563450989295857,1.2466666666666666,0.468140529708286,1.0,0.0,200.36333333333332,0.8782495216179868,1.3666666666666667,0.6155395104206454,0.9966666666666668,0.057638721552635275,201.0733333333333,2.649771478616401,1.5633333333333332,0.7523223304467902,0.99,0.0994987437106622
3000,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03333333333333,0.19720265943665444,1.0466666666666666,0.2404625172916192,1.0,0.0,200.1266666666667,0.4589359674532195,1.16,0.3929376540877697,1.0,0.0,200.2433333333333,0.619775945178756,1.2366666666666666,0.4625893307123378,1.0,0.0,200.35,0.8722576072086381,1.35,0.5894913061275805,0.9966666666666668,0.05763872155263505,201.05666666666667,2.611536371989132,1.5566666666666666,0.7484131360566971,0.98,0.13999999999999985
3010,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03666666666663,0.20491190519071534,1.0466666666666666,0.2404625172916192,1.0,0.0,200.13,0.496420520660995,1.1566666666666667,0.39002848898794856,1.0,0.0,200.23666666666668,0.6169728969375856,1.23,0.4587301312681934,0.9966666666666668,0.05763872155263504,200.32666666666665,0.8164693639214032,1.336666666666667,0.5627215613032401,0.9966666666666668,0.05763872155263505,201.0133333333333,2.5311042824998067,1.54,0.7360253618818676,0.99,0.09949874371066253
3020,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03333333333333,0.19720265943665444,1.0433333333333332,0.2340702648541445,1.0,0.0,200.1233333333333,0.4562041453365177,1.153333333333333,0.3870687564531949,1.0,0.0,200.24,0.6237520875048588,1.2266666666666666,0.4567518168789515,0.9933333333333332,0.0813770374382246,200.3233333333333,0.82388645388117,1.33,0.5547672184499254,0.9933333333333332,0.08137703743822458,200.97666666666663,2.4473364205918933,1.5333333333333334,0.7363574011458177,0.99,0.09949874371066213
3030,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03,0.18912077270005634,1.04,0.2274496281230927,1.0,0.0,200.1233333333333,0.4562041453365177,1.153333333333333,0.3870687564531949,1.0,0.0,200.23,0.5863161831867391,1.2266666666666666,0.4567518168789515,1.0,0.0,200.32,0.8272041263597885,1.32,0.5455272678794358,0.9966666666666668,0.057638721552635164,200.96,2.370316434571562,1.5266666666666666,0.7320898548372019,0.9933333333333332,0.08137703743822489
3040,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03,0.18912077270005634,1.04,0.2274496281230927,1.0,0.0,200.12,0.4607240678178941,1.1466666666666667,0.3809928549927876,1.0,0.0,200.2133333333333,0.5548172872416838,1.22,0.4526956299030664,1.0,0.0,200.3,0.768114574786859,1.3133333333333332,0.5371116167882514,0.9966666666666668,0.0576387215526352,200.93,2.3248870940327406,1.51,0.6999285677838835,0.9833333333333332,0.12801909579781026
3050,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.03,0.18912077270005634,1.04,0.2274496281230927,1.0,0.0,200.10666666666665,0.4419150245113742,1.1333333333333333,0.35901098714230045,1.0,0.0,200.2,0.5416025603090623,1.21,0.44635561308594895,0.9966666666666668,0.05763872155263525,200.2933333333333,0.7487471016452909,1.31,0.5359415391004275,1.0,0.0,200.91333333333333,2.2269161536877746,1.5033333333333334,0.6904024591175479,0.98,0.13999999999999987
3060,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.0233333333333,0.15095989165632293,1.0333333333333334,0.19720265943665427,1.0,0.0,200.11,0.4448595283907052,1.1333333333333333,0.35901098714230045,0.9966666666666668,0.05763872155263496,200.19333333333333,0.5253147204824516,1.2066666666666668,0.4441721388030639,1.0,0.0,200.28333333333333,0.7459148000200095,1.3033333333333332,0.5272465162415859,0.9966666666666668,0.0576387215526352,200.9033333333333,2.2362145593738396,1.4966666666666666,0.6855573563815722,0.9933333333333332,0.08137703743822472
3070,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.02,0.14000000000000046,1.03,0.1891207727000566,1.0,0.0,200.11333333333332,0.4477598562721863,1.1333333333333333,0.35901098714230045,0.9966666666666668,0.057638721552635185,200.19,0.5233545643251817,1.2033333333333334,0.4419527375435335,0.9933333333333332,0.08137703743822465,200.26,0.7477076077362527,1.2933333333333332,0.5234076380370809,1.0,0.0,200.8766666666667,2.1972988468167416,1.4733333333333334,0.6702901527613908,0.99,0.09949874371066213
3080,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.02,0.14000000000000046,1.03,0.1891207727000566,1.0,0.0,200.12,0.4955804677345546,1.13,0.3555746522649403,1.0,0.0,200.17666666666668,0.4954347137167072,1.1966666666666668,0.437403957712116,1.0,0.0,200.27,0.7463913182774828,1.2933333333333332,0.5234076380370809,0.9866666666666668,0.11469767022723493,200.85,2.195639618273764,1.46,0.6646302230062479,0.9833333333333332,0.1280190957978103
3090,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.02,0.14000000000000046,1.03,0.1891207727000566,1.0,0.0,200.11333333333332,0.4835516748210285,1.1233333333333333,0.3485047425151564,1.0,0.0,200.17,0.4841831609353346,1.1933333333333334,0.4350734293069263,1.0,0.0,200.26666666666668,0.7498147919468009,1.2933333333333332,0.5234076380370809,1.0,0.0,200.80666666666667,2.0467752414197533,1.45,0.6538348415311008,0.9866666666666668,0.11469767022723452
3100,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.01666666666668,0.12801909579781026,1.0266666666666666,0.1806162291219208,1.0,0.0,200.12,0.4955804677345545,1.1233333333333333,0.3485047425151564,1.0,0.0,200.17666666666668,0.5152237917211863,1.1933333333333334,0.4350734293069263,0.9966666666666668,0.057638721552635164,200.26666666666668,0.7542472332656522,1.2866666666666666,0.5077619739821229,0.9966666666666668,0.057638721552634976,200.7933333333333,2.1080691534092435,1.4333333333333331,0.6420453428086077,0.9866666666666668,0.11469767022723487
3110,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.0133333333333,0.11469767022723515,1.0233333333333334,0.17162620882474666,1.0,0.0,200.11333333333332,0.4477598562721863,1.12,0.3350621832834411,1.0,0.0,200.18,0.5173006862551011,1.1933333333333334,0.4350734293069263,1.0,0.0,200.2733333333333,0.7474103439357958,1.2866666666666666,0.5077619739821229,0.99,0.09949874371066213,200.77666666666667,2.198512123131352,1.41,0.6179805822192147,0.9933333333333332,0.08137703743822462
3120,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.0133333333333,0.11469767022723515,1.0233333333333334,0.17162620882474666,1.0,0.0,200.10666666666665,0.4343065993307285,1.1166666666666667,0.3312434485725293,1.0,0.0,200.17333333333332,0.5065789397736752,1.19,0.4327046721880094,0.9966666666666668,0.0576387215526352,200.26,0.7342115952957089,1.2733333333333334,0.4952664827028882,1.0,0.0,200.77,2.1871823578903284,1.41,0.6179805822192147,0.9933333333333332,0.08137703743822489
3130,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.01666666666668,0.15184055965240412,1.0233333333333334,0.17162620882474666,1.0,0.0,200.1033333333333,0.4312642912285796,1.1133333333333333,0.3273462319250907,0.9966666666666668,0.05763872155263524,200.16666666666663,0.5022173057773107,1.1833333333333331,0.4278499217664491,1.0,0.0,200.25666666666663,0.7005632654435201,1.2666666666666666,0.4921607686744451,1.0,0.0,200.7633333333333,2.2122361738496314,1.4066666666666667,0.6174859422601368,1.0,0.0
3140,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.02,0.16206994374857714,1.0233333333333334,0.17162620882474666,1.0,0.0,200.09666666666664,0.4625893307123378,1.1033333333333333,0.31515428320462785,1.0,0.0,200.15666666666667,0.481790641484683,1.1766666666666667,0.4148761528724241,1.0,0.0,200.25666666666663,0.7005632654435201,1.26,0.488944441288237,0.9966666666666668,0.05763872155263495,200.73666666666668,2.148019759892551,1.4,0.6055300708194971,0.9933333333333332,0.08137703743822479
3150,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.02,0.16206994374857714,1.0233333333333334,0.17162620882474666,0.9966666666666668,0.05763872155263526,200.09666666666664,0.4625893307123378,1.1,0.31091263510296124,1.0,0.0,200.16,0.5238320341483507,1.1766666666666667,0.4148761528724241,1.0,0.0,200.2633333333333,0.7169301841106196,1.26,0.488944441288237,0.9966666666666668,0.05763872155263496,200.7333333333333,2.1623032986969193,1.393333333333333,0.5988507512078642,0.9933333333333332,0.08137703743822486
3160,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.02,0.16206994374857714,1.0233333333333334,0.17162620882474666,1.0,0.0,200.09666666666664,0.4625893307123378,1.096666666666667,0.3065760735753671,1.0,0.0,200.16,0.5238320341483507,1.1733333333333331,0.4122566622330741,0.9933333333333332,0.08137703743822497,200.27,0.7190966555338711,1.26,0.488944441288237,0.9966666666666668,0.057638721552635226,200.68666666666667,2.054707332498284,1.38,0.57930993431841,0.9966666666666668,0.057638721552635004
3170,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.02,0.16206994374857714,1.0233333333333334,0.17162620882474666,1.0,0.0,200.09333333333333,0.4596617113583522,1.09,0.2861817604250829,1.0,0.0,200.16333333333333,0.5686143000507659,1.1733333333333331,0.4122566622330741,1.0,0.0,200.2633333333333,0.7169301841106209,1.2533333333333334,0.4856153027059822,1.0,0.0,200.66666666666663,2.0693530926891617,1.3766666666666667,0.5786094441753348,0.99,0.0994987437106622
3180,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.01666666666668,0.15184055965240412,1.02,0.1620699437485761,1.0,0.0,200.08333333333331,0.4038013813195238,1.086666666666667,0.2813459712801224,1.0,0.0,200.15666666666667,0.5216533544627336,1.17,0.4095932942159412,0.9933333333333332,0.08137703743822479,200.25333333333333,0.7410503056848131,1.25,0.4839077046985992,0.9966666666666668,0.05763872155263521,200.6533333333333,2.050972668976573,1.3633333333333333,0.5639050353462793,0.99,0.09949874371066228
3190,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822462,1.0066666666666666,0.08137703743822475,1.0,0.0,200.01666666666668,0.15184055965240412,1.02,0.1620699437485761,1.0,0.0,200.08,0.4085747585611885,1.0833333333333333,0.2763853991962826,1.0,0.0,200.15666666666667,0.5216533544627336,1.17,0.4095932942159412,1.0,0.0,200.2433333333333,0.7146949621264216,1.2433333333333334,0.4804049217991931,0.9966666666666668,0.057638721552635074,200.63,2.108656760436208,1.35,0.5545268253204717,0.9933333333333332,0.08137703743822486
3200,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01666666666668,0.15184055965240412,1.02,0.1620699437485761,1.0,0.0,200.08,0.4085747585611885,1.0833333333333333,0.2763853991962826,0.9966666666666668,0.05763872155263496,200.1533333333333,0.5194441473558258,1.1666666666666667,0.4068851871911239,0.9966666666666668,0.057638721552635275,200.23666666666668,0.7122655559706806,1.2366666666666666,0.4767832025378219,1.0,0.0,200.61666666666667,2.0452519540524974,1.35,0.5545268253204717,0.9933333333333332,0.08137703743822501
3210,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01666666666668,0.15184055965240412,1.02,0.1620699437485761,1.0,0.0,200.08,0.3919183588453086,1.0833333333333333,0.2763853991962826,1.0,0.0,200.15,0.4907477288111824,1.163333333333333,0.4041314417639661,1.0,0.0,200.22,0.6915682660928475,1.2233333333333334,0.4620125058432471,1.0,0.0,200.6,1.925270543759152,1.336666666666667,0.532280210248533,0.9833333333333332,0.12801909579781032
3220,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01666666666668,0.15184055965240412,1.02,0.1620699437485761,1.0,0.0,200.07,0.37206630233512616,1.08,0.2712931993250101,1.0,0.0,200.14666666666668,0.4602414825091533,1.1566666666666667,0.3984832353925181,0.9966666666666668,0.057638721552635185,200.2133333333333,0.6984427121978022,1.2166666666666666,0.4579543888011352,1.0,0.0,200.58,1.910567106035968,1.33,0.5238638499966699,0.9966666666666668,0.05763872155263504
3230,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01666666666668,0.15184055965240412,1.02,0.1620699437485761,1.0,0.0,200.07,0.37206630233512616,1.08,0.2712931993250101,1.0,0.0,200.14,0.4247352116319067,1.153333333333333,0.3955867653105824,1.0,0.0,200.21,0.6825686778632595,1.2133333333333334,0.4558752265940997,0.9966666666666668,0.057638721552635275,200.58,1.927934991988402,1.3266666666666669,0.5227703978697414,0.9866666666666668,0.11469767022723472
3240,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.02,0.16206994374857714,1.02,0.1620699437485761,0.9966666666666668,0.057638721552635185,200.06333333333333,0.3255593477215624,1.0766666666666669,0.26606181403743145,1.0,0.0,200.1266666666667,0.38810078874207743,1.15,0.39264063297965895,0.9966666666666668,0.05763872155263504,200.19666666666663,0.6255575291068164,1.21,0.4537620521815371,1.0,0.0,200.57666666666665,1.953830994624552,1.3266666666666669,0.5227703978697414,0.9933333333333332,0.08137703743822486
3250,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01,0.09949874371066182,1.01,0.0994987437106623,1.0,0.0,200.06333333333333,0.3255593477215624,1.0766666666666669,0.26606181403743145,1.0,0.0,200.13,0.39127995093027773,1.15,0.39264063297965895,0.9933333333333332,0.08137703743822468,200.20333333333332,0.6444549807567789,1.21,0.4537620521815371,0.9966666666666668,0.0576387215526352,200.55666666666667,1.9339395601264788,1.3166666666666669,0.4997221450188312,0.9966666666666668,0.05763872155263504
3260,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01,0.09949874371066182,1.01,0.0994987437106623,1.0,0.0,200.06333333333333,0.3255593477215624,1.0766666666666669,0.26606181403743145,1.0,0.0,200.1233333333333,0.3761057770834634,1.143333333333333,0.3865948209114496,1.0,0.0,200.18666666666667,0.5874994089831548,1.2,0.4472135954999573,0.9933333333333332,0.08137703743822458,200.55666666666667,1.9183644654293923,1.3133333333333332,0.4984865985048037,0.99,0.0994987437106622
3270,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01,0.09949874371066182,1.01,0.0994987437106623,1.0,0.0,200.06333333333333,0.3255593477215624,1.0766666666666669,0.26606181403743145,1.0,0.0,200.10666666666665,0.32957885584821994,1.1266666666666667,0.3424746543744345,1.0,0.0,200.18666666666667,0.6365183073216011,1.1933333333333334,0.4426686746942408,1.0,0.0,200.55,1.9427214588475288,1.2966666666666666,0.4851002187406455,0.99,0.09949874371066207
3280,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01,0.09949874371066182,1.01,0.0994987437106623,1.0,0.0,200.06333333333333,0.29323862107316145,1.0766666666666669,0.26606181403743145,1.0,0.0,200.11,0.3433656942677888,1.1266666666666667,0.3424746543744345,1.0,0.0,200.1833333333333,0.6189148209209056,1.1933333333333334,0.4426686746942408,0.9966666666666668,0.057638721552635226,200.54666666666665,1.927300933660569,1.2966666666666666,0.4851002187406455,0.9833333333333332,0.1280190957978103
3290,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01,0.09949874371066182,1.01,0.0994987437106623,1.0,0.0,200.06333333333333,0.29323862107316145,1.0766666666666669,0.26606181403743145,1.0,0.0,200.1,0.3214550253664308,1.12,0.33506218328344084,1.0,0.0,200.18666666666667,0.6152145064031646,1.1933333333333334,0.4426686746942408,1.0,0.0,200.5133333333333,1.8929224906359867,1.2766666666666666,0.4762235702785919,0.9866666666666668,0.11469767022723472
3300,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.01,0.09949874371066182,1.01,0.0994987437106623,1.0,0.0,200.06333333333333,0.29323862107316145,1.0766666666666669,0.26606181403743145,1.0,0.0,200.1033333333333,0.3356420050523409,1.12,0.33506218328344084,1.0,0.0,200.19,0.61690085643211,1.19,0.4403407771260791,1.0,0.0,200.50333333333333,1.8119939906694589,1.2733333333333334,0.4675705532026404,0.9966666666666668,0.05763872155263512
3310,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00666666666663,0.08137703743822458,1.0066666666666666,0.08137703743822479,1.0,0.0,200.05,0.2723355773061367,1.0633333333333332,0.2435615368284212,1.0,0.0,200.10666666666665,0.3492213560989002,1.12,0.33506218328344084,1.0,0.0,200.19,0.5835808998473723,1.19,0.4403407771260791,1.0,0.0,200.47666666666663,1.7914953406457907,1.2633333333333334,0.4625893307123384,0.9833333333333332,0.1280190957978103
3320,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00666666666663,0.08137703743822458,1.0066666666666666,0.08137703743822479,1.0,0.0,200.05,0.2723355773061367,1.0633333333333332,0.2435615368284212,1.0,0.0,200.10666666666665,0.3492213560989002,1.12,0.33506218328344084,1.0,0.0,200.16666666666663,0.5527707983925642,1.18,0.4331281565541554,0.9966666666666668,0.057638721552634976,200.46,1.732551105547345,1.2633333333333334,0.4625893307123384,0.9966666666666668,0.057638721552635115
3330,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00666666666663,0.08137703743822458,1.0066666666666666,0.08137703743822479,1.0,0.0,200.05,0.2723355773061367,1.0633333333333332,0.2435615368284212,1.0,0.0,200.11333333333332,0.374818474583216,1.12,0.33506218328344084,1.0,0.0,200.1533333333333,0.4998221906060404,1.1766666666666667,0.4306455103162651,1.0,0.0,200.44333333333333,1.58748928255349,1.2633333333333334,0.4625893307123384,0.9966666666666668,0.057638721552635115
3340,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00666666666663,0.08137703743822458,1.0066666666666666,0.08137703743822479,1.0,0.0,200.05,0.2723355773061367,1.0633333333333332,0.2435615368284212,1.0,0.0,200.11,0.3713488925525436,1.1133333333333333,0.3273462319250904,1.0,0.0,200.1533333333333,0.4998221906060404,1.1766666666666667,0.4306455103162651,1.0,0.0,200.42333333333332,1.5091241021054465,1.2566666666666666,0.4591175109804561,0.99,0.09949874371066213
3350,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00666666666663,0.08137703743822458,1.0066666666666666,0.08137703743822479,1.0,0.0,200.05,0.2723355773061367,1.0633333333333332,0.2435615368284212,1.0,0.0,200.11,0.3713488925525436,1.1133333333333333,0.3273462319250904,1.0,0.0,200.15,0.4769696007084725,1.1733333333333331,0.4281225162133949,0.9966666666666668,0.05763872155263518,200.40666666666667,1.4310679772657686,1.25,0.455521678957215,0.9966666666666668,0.057638721552635226
3360,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.05,0.2723355773061367,1.0633333333333332,0.2435615368284212,0.9966666666666668,0.057638721552635074,200.10666666666665,0.3678163793102324,1.1133333333333333,0.3273462319250904,1.0,0.0,200.14666666666668,0.4529410067056826,1.1733333333333331,0.4281225162133949,0.9966666666666668,0.057638721552635226,200.39666666666668,1.411614520878684,1.2466666666666666,0.4536763408226415,0.9933333333333332,0.08137703743822469
