,B=1,B=1,B=1,B=1,B=1,B=1,B=5,B=5,B=5,B=5,B=5,B=5,B=10,B=10,B=10,B=10,B=10,B=10,B=15,B=15,B=15,B=15,B=15,B=15,B=20,B=20,B=20,B=20,B=20,B=20,B=25,B=25,B=25,B=25,B=25,B=25,B=30,B=30,B=30,B=30,B=30,B=30
,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes,num_bases,num_bases,num_unique_bases,num_unique_bases,successes,successes
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
3370,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.05,0.2723355773061367,1.06,0.2374868417407582,0.9966666666666668,0.057638721552635136,200.10666666666665,0.3678163793102324,1.1133333333333333,0.3273462319250904,1.0,0.0,200.14666666666668,0.4379751388175168,1.17,0.4255584566190642,1.0,0.0,200.38666666666663,1.3504896231449646,1.24,0.44988887516808,0.99,0.09949874371066243
3380,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.05,0.2723355773061367,1.06,0.2374868417407582,1.0,0.0,200.1033333333333,0.3549491356362056,1.106666666666667,0.3193048003954144,1.0,0.0,200.14,0.4247352116319068,1.16,0.4095526014242039,1.0,0.0,200.3733333333333,1.339386260776016,1.2333333333333334,0.4459696053419882,0.9933333333333332,0.08137703743822503
3390,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.05,0.2723355773061367,1.06,0.2374868417407582,1.0,0.0,200.1,0.34156502553198564,1.1033333333333333,0.3151542832046283,1.0,0.0,200.14,0.4325120422215633,1.1566666666666667,0.4067622838410116,1.0,0.0,200.36666666666667,1.2905640455070642,1.2333333333333334,0.4459696053419882,0.9966666666666668,0.05763872155263504
3400,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.04666666666665,0.2404625172916191,1.06,0.2374868417407582,1.0,0.0,200.09333333333333,0.33359989341858165,1.1,0.3109126351029617,1.0,0.0,200.13333333333333,0.4422166387140529,1.15,0.392640632979659,1.0,0.0,200.36,1.2950160874161551,1.23,0.4439594576084629,0.9933333333333332,0.08137703743822483
3410,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.04666666666665,0.2404625172916191,1.0566666666666666,0.2312045751181316,1.0,0.0,200.09333333333333,0.33359989341858165,1.1,0.3109126351029617,1.0,0.0,200.13,0.4394314508543975,1.143333333333333,0.3865948209114494,1.0,0.0,200.34,1.1766052864066237,1.2266666666666666,0.4419150245113754,0.9933333333333332,0.08137703743822486
3420,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.04,0.2274496281230931,1.05,0.2179449471770333,1.0,0.0,200.08666666666667,0.304119859412187,1.1,0.3109126351029617,1.0,0.0,200.1233333333333,0.41807761108302494,1.143333333333333,0.3865948209114494,0.9933333333333332,0.08137703743822464,200.32666666666665,1.1999814813385916,1.2166666666666666,0.42784992176644737,0.9933333333333332,0.08137703743822497
3430,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03666666666663,0.22058004342087584,1.0466666666666666,0.2109238935940851,1.0,0.0,200.08,0.2948445918332809,1.096666666666667,0.30657607357536715,1.0,0.0,200.1233333333333,0.41807761108302494,1.143333333333333,0.3865948209114494,0.9966666666666668,0.057638721552635226,200.29,1.0704671877269258,1.2033333333333334,0.41067694792325055,1.0,0.0
3440,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03666666666663,0.22058004342087584,1.0466666666666666,0.2109238935940851,1.0,0.0,200.08,0.2948445918332809,1.096666666666667,0.30657607357536715,1.0,0.0,200.11333333333332,0.3922017621355394,1.14,0.3834927204871905,1.0,0.0,200.30666666666667,1.0767027857718563,1.2033333333333334,0.41067694792325055,0.9933333333333332,0.08137703743822483
3450,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03666666666663,0.22058004342087584,1.0466666666666666,0.2109238935940851,1.0,0.0,200.08,0.2948445918332809,1.0933333333333333,0.30214051182999113,0.9966666666666668,0.05763872155263521,200.11333333333332,0.4006106450019632,1.14,0.3834927204871905,1.0,0.0,200.3,1.0847426730182042,1.2,0.4082482904638624,0.9933333333333332,0.08137703743822503
3460,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03333333333333,0.21343747458109524,1.0433333333333332,0.20360637405433987,1.0,0.0,200.07666666666665,0.2900383116455869,1.09,0.297601523293592,1.0,0.0,200.11333333333332,0.4006106450019632,1.14,0.3834927204871905,1.0,0.0,200.28666666666663,1.01873559976189,1.2,0.4082482904638624,0.99,0.09949874371066247
3470,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03333333333333,0.21343747458109524,1.0433333333333332,0.20360637405433987,1.0,0.0,200.0733333333333,0.30760725320158194,1.0833333333333333,0.2881936077631757,1.0,0.0,200.11666666666667,0.4038013813195239,1.14,0.3834927204871905,0.9966666666666668,0.057638721552635164,200.29,1.057938246464947,1.1966666666666668,0.4057777169283151,0.9966666666666668,0.05763872155263512
3480,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03,0.1891207727000568,1.0433333333333332,0.20360637405433987,1.0,0.0,200.06666666666663,0.2981423969999719,1.0766666666666669,0.2783083821151553,1.0,0.0,200.1033333333333,0.3642191037762245,1.1333333333333333,0.3681787005729084,1.0,0.0,200.29,1.042065257073661,1.1933333333333334,0.4032644569289763,0.9966666666666668,0.057638721552635004
3490,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03333333333333,0.19720265943665424,1.0433333333333332,0.20360637405433987,0.9966666666666668,0.05763872155263512,200.06,0.2882128842828968,1.07,0.26789301347117306,1.0,0.0,200.11,0.38888730158406304,1.1333333333333333,0.3681787005729084,1.0,0.0,200.31333333333333,1.2417013417977056,1.19,0.40070770727135546,1.0,0.0
3500,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03666666666663,0.2049119051907156,1.0433333333333332,0.20360637405433987,0.9966666666666668,0.057638721552635164,200.06,0.2882128842828968,1.07,0.26789301347117306,1.0,0.0,200.11,0.38888730158406304,1.1333333333333333,0.3681787005729084,1.0,0.0,200.31666666666663,1.25288555831018,1.1866666666666668,0.39810663004889707,0.98,0.13999999999999987
3510,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03666666666663,0.2049119051907156,1.0433333333333332,0.20360637405433987,1.0,0.0,200.06333333333333,0.2932386210731618,1.07,0.26789301347117306,1.0,0.0,200.11333333333332,0.3922017621355394,1.1333333333333333,0.3681787005729084,1.0,0.0,200.31,1.2085390629461052,1.1833333333333331,0.3954603505901565,0.9866666666666668,0.11469767022723446
3520,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03333333333333,0.19720265943665424,1.04,0.19595917942265384,1.0,0.0,200.06333333333333,0.2932386210731618,1.07,0.26789301347117306,1.0,0.0,200.11,0.38888730158406304,1.1266666666666667,0.361416964491461,1.0,0.0,200.3,1.173314393786544,1.18,0.3927679552441456,0.9933333333333332,0.08137703743822501
3530,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.05763872155263518,1.0,0.0,200.03,0.1891207727000568,1.0366666666666666,0.18794207145347325,1.0,0.0,200.06,0.2882128842828967,1.0666666666666669,0.26246692913372793,1.0,0.0,200.10666666666665,0.3767698973585276,1.1266666666666667,0.361416964491461,1.0,0.0,200.27666666666667,1.0615031271215742,1.18,0.3927679552441456,0.9966666666666668,0.057638721552635004
3540,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.03,0.1891207727000568,1.0366666666666666,0.18794207145347325,1.0,0.0,200.0533333333333,0.2526306042866189,1.0633333333333332,0.2568830256924136,1.0,0.0,200.10666666666665,0.3767698973585276,1.1266666666666667,0.361416964491461,1.0,0.0,200.29,1.1221556635927668,1.1766666666666667,0.3900284889879491,0.9966666666666668,0.05763872155263504
3550,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.0366666666666666,0.18794207145347325,1.0,0.0,200.05666666666667,0.2584354636826929,1.0633333333333332,0.2568830256924136,1.0,0.0,200.11,0.3888873015840629,1.12,0.3544009029333862,1.0,0.0,200.2933333333333,1.1834788642904543,1.17,0.3844043010512066,0.9866666666666668,0.11469767022723472
3560,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.0366666666666666,0.18794207145347325,1.0,0.0,200.0533333333333,0.2526306042866189,1.0566666666666666,0.24519833242137315,1.0,0.0,200.10666666666665,0.3767698973585273,1.12,0.3544009029333862,1.0,0.0,200.29,1.2052247369958238,1.1666666666666667,0.3815174380753204,0.99,0.0994987437106622
3570,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.0333333333333334,0.17950549357115053,1.0,0.0,200.04666666666665,0.2261759393824976,1.0533333333333332,0.23907228102721564,1.0,0.0,200.1033333333333,0.3732589211555735,1.1166666666666667,0.3507927529974858,1.0,0.0,200.29,1.191315799162136,1.1666666666666667,0.3815174380753204,1.0,0.0
3580,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.0333333333333334,0.17950549357115053,1.0,0.0,200.04666666666665,0.2261759393824976,1.0533333333333332,0.23907228102721564,0.9966666666666668,0.05763872155263525,200.09666666666664,0.3660449274186014,1.11,0.3433656942677879,0.9966666666666668,0.057638721552635275,200.28333333333333,1.1957099239456974,1.163333333333333,0.37857921525385135,0.9866666666666668,0.1146976702272345
3590,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.02666666666667,0.16110727964792762,1.0333333333333334,0.17950549357115053,1.0,0.0,200.0433333333333,0.2193677784503052,1.05,0.2327373340628157,1.0,0.0,200.09333333333333,0.3530187278632996,1.11,0.3433656942677879,0.9966666666666668,0.057638721552635025,200.27666666666667,1.1460608864958035,1.163333333333333,0.37857921525385135,0.9966666666666668,0.057638721552635004
3600,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.1509598916563228,1.03,0.17058722109231952,1.0,0.0,200.0433333333333,0.2340702648541437,1.0466666666666666,0.2261759393824984,1.0,0.0,200.09333333333333,0.3530187278632996,1.106666666666667,0.33954217541991594,1.0,0.0,200.28333333333333,1.209568334388578,1.16,0.3755884272267534,0.99,0.0994987437106622
3610,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.1509598916563228,1.03,0.17058722109231952,1.0,0.0,200.04,0.21228911104120865,1.0466666666666666,0.2261759393824984,1.0,0.0,200.09,0.3491418050019212,1.1033333333333333,0.3356420050523416,1.0,0.0,200.27666666666667,1.180447184568436,1.1566666666666667,0.3725438080130832,0.9966666666666668,0.057638721552635004
3620,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.0233333333333,0.1509598916563228,1.0266666666666666,0.16110727964792795,1.0,0.0,200.03666666666663,0.20491190519071575,1.0433333333333332,0.21936777845030592,1.0,0.0,200.08666666666667,0.3353936327494736,1.1033333333333333,0.3356420050523416,0.9966666666666668,0.05763872155263518,200.2733333333333,1.1769829603222384,1.153333333333333,0.36944402673326493,0.9966666666666668,0.057638721552635226
3630,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.02,0.14000000000000065,1.0233333333333334,0.1509598916563234,1.0,0.0,200.03666666666663,0.20491190519071575,1.0433333333333332,0.21936777845030592,1.0,0.0,200.08666666666667,0.345189159093323,1.1033333333333333,0.3356420050523416,1.0,0.0,200.26666666666668,1.1642832797715337,1.153333333333333,0.36944402673326493,0.9933333333333332,0.08137703743822483
3640,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.01666666666668,0.12801909579780954,1.02,0.13999999999999985,1.0,0.0,200.03666666666663,0.20491190519071575,1.0433333333333332,0.21936777845030592,1.0,0.0,200.07666666666665,0.3328496490743069,1.096666666666667,0.31726259715818306,1.0,0.0,200.26,1.1426868920808162,1.15,0.3662876829305993,0.9966666666666668,0.057638721552635004
3650,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723545,1.0166666666666666,0.12801909579781032,1.0,0.0,200.03666666666663,0.20491190519071575,1.0433333333333332,0.21936777845030592,1.0,0.0,200.06666666666663,0.298142396999972,1.09,0.3085989846602437,1.0,0.0,200.25333333333333,1.1470929440207671,1.14,0.3564641169411955,0.9966666666666668,0.057638721552635115
3660,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.0133333333333,0.11469767022723545,1.0166666666666666,0.12801909579781032,1.0,0.0,200.03333333333333,0.19720265943665444,1.04,0.21228911104120848,1.0,0.0,200.06333333333333,0.28164201075518314,1.086666666666667,0.2929543005695973,1.0,0.0,200.25333333333333,1.1295230065041748,1.14,0.3564641169411955,0.9933333333333332,0.08137703743822465
3670,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.01,0.09949874371066177,1.0133333333333334,0.11469767022723484,1.0,0.0,200.03,0.1891207727000563,1.0366666666666666,0.20491190519071625,1.0,0.0,200.06,0.264070697604511,1.086666666666667,0.2929543005695973,1.0,0.0,200.25,1.1018923117377064,1.1366666666666667,0.353065936555136,0.9966666666666668,0.057638721552635004
3680,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.01,0.09949874371066177,1.0133333333333334,0.11469767022723484,1.0,0.0,200.03,0.1891207727000563,1.0366666666666666,0.20491190519071625,1.0,0.0,200.0533333333333,0.2526306042866189,1.08,0.2833137248116763,1.0,0.0,200.23666666666668,1.0804268703721749,1.1233333333333333,0.3288194371113455,0.9966666666666668,0.057638721552635004
3690,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822451,1.01,0.09949874371066222,1.0,0.0,200.03,0.1891207727000563,1.0366666666666666,0.20491190519071625,0.9933333333333332,0.08137703743822476,200.0533333333333,0.2526306042866189,1.08,0.2833137248116763,1.0,0.0,200.2333333333333,1.079608982713438,1.12,0.3249615361854375,0.9966666666666668,0.057638721552635136
3700,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822451,1.01,0.09949874371066222,1.0,0.0,200.03333333333333,0.21343747458109552,1.0366666666666666,0.20491190519071625,1.0,0.0,200.04666666666665,0.2261759393824977,1.0766666666666669,0.2783083821151554,1.0,0.0,200.23666666666668,1.1316605301748155,1.1166666666666667,0.3210226714043031,0.9966666666666668,0.05763872155263521
3710,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822451,1.01,0.09949874371066222,1.0,0.0,200.03333333333333,0.21343747458109552,1.0366666666666666,0.20491190519071625,1.0,0.0,200.0533333333333,0.2526306042866189,1.0766666666666669,0.2783083821151554,1.0,0.0,200.23666666666668,1.1198164532140429,1.1166666666666667,0.3210226714043031,1.0,0.0
3720,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822451,1.01,0.09949874371066222,1.0,0.0,200.03,0.1891207727000563,1.0366666666666666,0.20491190519071625,1.0,0.0,200.0533333333333,0.2526306042866189,1.0766666666666669,0.2783083821151554,1.0,0.0,200.23,1.069470273858362,1.1166666666666667,0.3210226714043031,0.9966666666666668,0.057638721552635136
3730,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822451,1.01,0.09949874371066222,1.0,0.0,200.03,0.1891207727000563,1.0366666666666666,0.20491190519071625,1.0,0.0,200.05,0.232737334062816,1.0766666666666669,0.2783083821151554,1.0,0.0,200.23,1.100196952065105,1.1133333333333333,0.3169998247458325,0.9966666666666668,0.057638721552635004
3740,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822451,1.01,0.09949874371066222,1.0,0.0,200.03,0.1891207727000563,1.0366666666666666,0.20491190519071625,1.0,0.0,200.04666666666665,0.2261759393824978,1.0733333333333333,0.27317068331397143,1.0,0.0,200.23,1.1330342742682973,1.11,0.3128897569432407,0.9966666666666668,0.057638721552635004
3750,200.0,0.0,1.0,0.0,1.0,0.0,200.00333333333333,0.057638721552635226,1.0033333333333334,0.057638721552635164,1.0,0.0,200.0,0.0,1.0,0.0,1.0,0.0,200.00666666666663,0.08137703743822451,1.01,0.09949874371066222,1.0,0.0,200.03,0.1891207727000563,1.0366666666666666,0.20491190519071625,1.0,0.0,200.04666666666665,0.2261759393824978,1.0733333333333333,0.27317068331397143,0.9966666666666668,0.057638721552635226,200.22666666666663,1.1292868939684384,1.11,0.3128897569432407,1.0,0.0
